id_protac,linker_canonical,warhead_canonical,e3_ligand_canonical,smiles_canonical
2268,CCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(CCCCC(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2269,CCCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(CCCCCC(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2270,CCCCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(CCCCCCC(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2271,C#CCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(C(=O)CCC#CC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2272,C#CCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(C(=O)CCCC#CC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2273,C#CCCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,NC1=C(C2=NC3=CC(N4CCN(C(=O)CCCCC#CC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=CC=C3[NH]2)C(=O)[NH]C2=CC=CC(F)=C12
2274,CCCCC=O,[R1]N1CCN(CC1)C2=CC3=C(C=C2)NC(=N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCC(=O)N3CCN(C4=CC=C5[NH]C(C6=C(N)C7=C(F)C=CC=C7[NH]C6=O)=NC5=C4)CC3)C(C)(C)C)C=C2)SC=N1
2275,CCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN1CCN(C2=CC=C(C3=CC=C(C(=O)NCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2NC(=O)C2=C[NH]C(=O)C=C2C(F)(F)F)CC1
2276,CCOCCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN1CCN(C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2NC(=O)C2=CN=C(O)C=C2C(F)(F)F)CC1
2277,CCOCCOCCOCCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN1CCN(C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2NC(=O)C2=C[NH]C(=O)C=C2C(F)(F)F)CC1
2278,CCOCCOCCOCCOCCOCCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN1CCN(C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2NC(=O)C2=C[NH]C(=O)C=C2C(F)(F)F)CC1
2279,CC1=CC=C(CNC=O)C=C1,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN1CCN(C2=CC=C(C3=CC=C(C(=O)NCC4=CC=C(CNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)C=C4)C=C3)C=C2NC(=O)C2=C[NH]C(=O)C=C2C(F)(F)F)CC1
2280,CCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2281,CCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2282,CCOCCOCCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2283,None,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2284,CCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2285,CCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2286,CCCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2287,CCCCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2288,CCCCCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2289,CC1=CC=C(CNC=O)C=C1,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CC3=CC=C(CNC(=O)C4=CC=C(C5=CC=C(N6CCN(C)CC6)C(NC(=O)C6=C[NH]C(=O)C=C6C(F)(F)F)=C5)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
2290,NCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC,COC1=CC(C(=O)NCCOCCNC(=O)C2=CC=C(C3=CC=C(N4CCN(C)CC4)C(NC(=O)C4=C[NH]C(=O)C=C4C(F)(F)F)=C3)C=C2)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F
2291,NCCOCCOCCOCCOCCOCCOCCOCCNC=O,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC,COC1=CC(C(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C2=CC=C(C3=CC=C(N4CCN(C)CC4)C(NC(=O)C4=C[NH]C(=O)C=C4C(F)(F)F)=C3)C=C2)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F
2292,NCC1=CC=C(CNC=O)C=C1,[R1]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC,COC1=CC(C(=O)NCC2=CC=C(CNC(=O)C3=CC=C(C4=CC=C(N5CCN(C)CC5)C(NC(=O)C5=C[NH]C(=O)C=C5C(F)(F)F)=C4)C=C3)C=C2)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F
2293,CCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2294,CCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2295,CCOCCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2296,CCOCCOCCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2297,CCOCCOCCOCCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2298,CCOCCOCCOCCOCCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2299,CCOCCOCCOCCOCCOCCOCCOCCO,[R1]C1=C(C=C(C=C1)C2=CN3CCCC3=N2)CNC(=O)CC4=CC(=C(C=C4)Cl)Cl,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1
2300,CCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2301,CCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2302,CCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2303,CCCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2304,CCCCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2305,CCCCCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2306,CCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2307,CCCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2308,CCCCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2309,CCCCCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2310,CCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2311,CCCCCCN,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2312,CCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2313,CCCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2314,CCCCCN1CCNCC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2315,C1CN(C2CNC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2316,C1CN(CC2CNC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
